filename,width,height,class,xmin,ymin,xmax,ymax
Poselet_245.jpg,1024,768,hand,969,472,993,499
VOC2010_20.jpg,500,371,hand,317,235,390,312
Inria_357.jpg,640,480,hand,345,222,353,231
VOC2010_1284.jpg,500,333,hand,147,60,194,96
VOC2007_209.jpg,500,375,hand,344,203,378,237
VOC2007_424.jpg,500,333,hand,18,68,103,153
VOC2007_424.jpg,500,333,hand,371,290,445,333
VOC2007_819.jpg,500,332,hand,20,13,94,85
VOC2010_1047.jpg,375,500,hand,120,338,199,402
VOC2010_1047.jpg,375,500,hand,201,388,298,470
VOC2007_166.jpg,500,375,hand,210,81,261,129
VOC2007_166.jpg,500,375,hand,250,185,311,248
VOC2010_320.jpg,500,375,hand,102,98,144,178
VOC2010_1193.jpg,500,375,hand,213,185,234,213
VOC2010_1193.jpg,500,375,hand,289,181,311,209
VOC2010_38.jpg,500,375,hand,221,257,293,295
VOC2010_38.jpg,500,375,hand,266,233,331,301
Inria_335.jpg,514,424,hand,219,244,228,261
Inria_335.jpg,514,424,hand,1,315,22,342
Inria_20.jpg,612,736,hand,140,388,169,420
Skin_299.jpg,320,240,hand,131,103,144,126
Skin_299.jpg,320,240,hand,142,118,160,146
Skin_299.jpg,320,240,hand,14,85,26,97
Skin_299.jpg,320,240,hand,270,146,300,169
Skin_299.jpg,320,240,hand,277,137,305,178
VOC2007_121.jpg,500,376,hand,215,40,245,71
VOC2007_121.jpg,500,376,hand,244,46,267,77
VOC2007_121.jpg,500,376,hand,220,135,248,148
VOC2007_121.jpg,500,376,hand,268,127,308,160
VOC2007_121.jpg,500,376,hand,295,196,341,228
VOC2010_911.jpg,500,333,hand,198,214,231,243
VOC2010_911.jpg,500,333,hand,212,239,246,261
Buffy_127.jpg,567,768,hand,200,511,231,542
Buffy_127.jpg,567,768,hand,338,555,371,602
VOC2007_772.jpg,500,375,hand,295,211,321,239
VOC2007_772.jpg,500,375,hand,334,210,349,233
Inria_533.jpg,640,480,hand,301,238,331,262
Inria_533.jpg,640,480,hand,412,275,427,291
Inria_533.jpg,640,480,hand,42,276,58,291
VOC2010_61.jpg,500,476,hand,88,385,145,437
VOC2010_61.jpg,500,476,hand,53,327,132,401
VOC2010_61.jpg,500,476,hand,445,286,497,346
VOC2010_61.jpg,500,476,hand,174,143,236,180
VOC2010_1351.jpg,500,333,hand,134,277,189,333
Skin_248.jpg,369,259,hand,40,208,57,234
Skin_248.jpg,369,259,hand,89,142,116,172
Skin_248.jpg,369,259,hand,315,168,331,199
VOC2010_1224.jpg,500,375,hand,236,224,264,251
VOC2010_1224.jpg,500,375,hand,354,163,383,202
VOC2010_1224.jpg,500,375,hand,169,139,191,157
VOC2010_1224.jpg,500,375,hand,77,127,107,154
VOC2010_1224.jpg,500,375,hand,99,222,123,246
VOC2007_710.jpg,500,348,hand,13,71,68,106
VOC2010_1273.jpg,500,375,hand,217,274,302,342
VOC2010_1132.jpg,500,375,hand,336,140,405,218
VOC2010_1132.jpg,500,375,hand,1,294,43,349
VOC2010_1132.jpg,500,375,hand,186,296,236,348
VOC2007_505.jpg,500,375,hand,229,264,267,299
VOC2007_505.jpg,500,375,hand,216,208,253,240
VOC2007_505.jpg,500,375,hand,409,230,443,256
VOC2007_505.jpg,500,375,hand,323,186,347,208
VOC2007_505.jpg,500,375,hand,76,101,99,119
VOC2007_505.jpg,500,375,hand,196,108,217,126
VOC2007_335.jpg,500,375,hand,103,164,202,282
VOC2010_753.jpg,500,287,hand,183,6,211,38
VOC2010_753.jpg,500,287,hand,341,30,370,65
Inria_137.jpg,801,720,hand,276,312,288,327
Inria_137.jpg,801,720,hand,220,316,232,328
VOC2010_660.jpg,500,375,hand,127,295,170,334
Buffy_507.jpg,577,577,hand,115,252,162,294
VOC2010_1323.jpg,337,500,hand,59,256,87,282
VOC2010_1323.jpg,337,500,hand,116,243,129,260
Skin_214.jpg,233,370,hand,16,267,40,318
Skin_214.jpg,233,370,hand,97,224,155,273
VOC2010_321.jpg,454,294,hand,205,198,234,234
VOC2010_321.jpg,454,294,hand,222,189,243,231
VOC2010_321.jpg,454,294,hand,249,193,297,236
VOC2010_321.jpg,454,294,hand,279,168,312,206
VOC2010_321.jpg,454,294,hand,12,108,31,141
VOC2010_191.jpg,333,500,hand,57,291,99,333
Buffy_428.jpg,963,1232,hand,334,673,374,740
Buffy_428.jpg,963,1232,hand,570,625,626,686
VOC2010_625.jpg,374,500,hand,124,229,164,270
VOC2010_625.jpg,374,500,hand,298,190,345,244
VOC2007_297.jpg,332,500,hand,291,127,319,156
VOC2010_84.jpg,375,500,hand,241,381,330,466
VOC2010_84.jpg,375,500,hand,289,359,353,435
VOC2010_442.jpg,333,500,hand,187,247,217,276
Skin_28.jpg,194,284,hand,20,195,62,234
Poselet_89.jpg,1024,685,hand,307,374,356,406
Poselet_89.jpg,1024,685,hand,406,346,453,398
Poselet_89.jpg,1024,685,hand,541,496,574,540
Poselet_89.jpg,1024,685,hand,559,503,605,553
VOC2007_124.jpg,375,500,hand,40,333,114,407
Skin_59.jpg,273,222,hand,134,126,153,142
VOC2010_782.jpg,500,375,hand,317,86,346,124
VOC2010_782.jpg,500,375,hand,392,269,416,298
VOC2010_782.jpg,500,375,hand,254,253,303,299
Buffy_393.jpg,613,658,hand,165,427,195,465
Buffy_393.jpg,613,658,hand,347,430,390,479
Inria_545.jpg,723,496,hand,92,280,138,321
Inria_545.jpg,723,496,hand,49,204,88,253
Inria_545.jpg,723,496,hand,210,261,232,290
Inria_545.jpg,723,496,hand,180,159,205,181
Inria_545.jpg,723,496,hand,308,254,321,271
Inria_545.jpg,723,496,hand,542,255,576,291
Inria_545.jpg,723,496,hand,665,342,699,390
VOC2007_791.jpg,500,375,hand,31,282,58,310
VOC2007_791.jpg,500,375,hand,67,242,85,260
VOC2007_791.jpg,500,375,hand,86,216,100,235
VOC2007_791.jpg,500,375,hand,384,220,399,234
VOC2010_228.jpg,333,500,hand,32,275,66,321
VOC2010_228.jpg,333,500,hand,176,176,190,189
VOC2010_228.jpg,333,500,hand,300,300,322,332
VOC2010_228.jpg,333,500,hand,190,211,220,244
VOC2010_228.jpg,333,500,hand,257,184,278,204
VOC2010_45.jpg,335,447,hand,207,309,263,358
VOC2010_97.jpg,333,500,hand,107,221,203,329
VOC2010_97.jpg,333,500,hand,227,200,293,259
VOC2010_97.jpg,333,500,hand,155,183,216,244
VOC2010_97.jpg,333,500,hand,203,183,260,244
Poselet_320.jpg,768,1024,hand,92,323,112,348
Poselet_320.jpg,768,1024,hand,206,410,232,432
Poselet_320.jpg,768,1024,hand,468,691,546,734
Buffy_61.jpg,638,777,hand,194,559,226,616
Buffy_61.jpg,638,777,hand,414,570,444,623
VOC2010_255.jpg,500,375,hand,21,279,100,343
VOC2010_255.jpg,500,375,hand,107,259,206,350
VOC2010_255.jpg,500,375,hand,235,324,316,375
VOC2010_255.jpg,500,375,hand,279,327,357,375
VOC2010_383.jpg,500,333,hand,356,254,395,294
VOC2007_431.jpg,500,333,hand,207,235,230,267
VOC2007_431.jpg,500,333,hand,285,178,307,214
VOC2007_714.jpg,500,375,hand,86,69,101,86
VOC2007_714.jpg,500,375,hand,99,139,115,166
VOC2007_714.jpg,500,375,hand,165,193,188,217
VOC2007_714.jpg,500,375,hand,209,187,231,217
VOC2007_714.jpg,500,375,hand,280,175,299,193
VOC2007_714.jpg,500,375,hand,318,216,337,236
VOC2007_714.jpg,500,375,hand,385,175,397,193
VOC2007_714.jpg,500,375,hand,350,88,369,107
VOC2007_714.jpg,500,375,hand,405,141,425,165
Inria_49.jpg,338,723,hand,162,310,194,358
Inria_49.jpg,338,723,hand,278,328,301,369
Inria_488.jpg,640,480,hand,177,190,204,216
VOC2010_302.jpg,500,375,hand,267,348,310,375
VOC2010_302.jpg,500,375,hand,264,286,316,339
Buffy_152.jpg,764,729,hand,194,348,255,418
VOC2010_278.jpg,500,375,hand,146,150,179,182
VOC2010_278.jpg,500,375,hand,312,272,354,307
VOC2010_278.jpg,500,375,hand,88,198,115,211
VOC2010_409.jpg,500,375,hand,12,131,51,177
VOC2010_409.jpg,500,375,hand,101,63,125,91
VOC2010_67.jpg,500,335,hand,90,166,115,198
Skin_199.jpg,218,385,hand,107,1,198,67
Inria_118.jpg,1280,848,hand,520,273,545,299
Inria_118.jpg,1280,848,hand,587,287,622,321
VOC2007_329.jpg,500,375,hand,275,255,340,316
VOC2007_278.jpg,500,375,hand,234,135,259,159
Skin_271.jpg,456,310,hand,49,185,61,203
Skin_271.jpg,456,310,hand,82,192,97,207
Skin_271.jpg,456,310,hand,108,192,126,213
Skin_271.jpg,456,310,hand,137,189,154,209
Skin_271.jpg,456,310,hand,263,182,282,202
Skin_271.jpg,456,310,hand,310,171,322,184
Skin_271.jpg,456,310,hand,350,167,368,187
Skin_271.jpg,456,310,hand,297,133,306,146
Buffy_257.jpg,543,668,hand,146,313,193,379
VOC2010_171.jpg,500,375,hand,180,313,259,375
VOC2007_580.jpg,500,333,hand,59,181,82,203
VOC2007_580.jpg,500,333,hand,98,188,127,213
VOC2007_580.jpg,500,333,hand,181,179,204,212
VOC2007_580.jpg,500,333,hand,200,138,227,169
VOC2007_580.jpg,500,333,hand,19,87,43,113
VOC2010_1299.jpg,500,375,hand,69,214,262,375
VOC2010_536.jpg,500,375,hand,200,333,286,375
VOC2010_536.jpg,500,375,hand,224,328,261,351
VOC2010_536.jpg,500,375,hand,274,237,350,308
VOC2010_638.jpg,500,400,hand,97,158,190,256
VOC2010_638.jpg,500,400,hand,306,227,418,340
Buffy_79.jpg,546,614,hand,181,201,216,256
Buffy_79.jpg,546,614,hand,329,432,372,490
VOC2010_176.jpg,333,500,hand,84,373,166,470
VOC2010_176.jpg,333,500,hand,81,190,154,267
VOC2010_176.jpg,333,500,hand,226,399,280,450
VOC2010_176.jpg,333,500,hand,248,360,333,497
VOC2007_339.jpg,500,370,hand,317,164,341,216
VOC2007_274.jpg,480,360,hand,412,241,447,277
VOC2010_56.jpg,335,447,hand,1,251,48,306
VOC2010_56.jpg,335,447,hand,180,77,238,141
VOC2010_1341.jpg,500,375,hand,283,199,360,274
Inria_501.jpg,640,480,hand,228,203,255,230
Inria_552.jpg,640,480,hand,258,262,270,275
Inria_4.jpg,610,930,hand,220,494,245,537
Inria_4.jpg,610,930,hand,354,481,373,530
Inria_4.jpg,610,930,hand,414,440,441,480
Inria_4.jpg,610,930,hand,135,375,151,406
Inria_4.jpg,610,930,hand,160,134,171,155
Inria_4.jpg,610,930,hand,203,130,212,149
Buffy_365.jpg,597,639,hand,248,428,315,497
Buffy_365.jpg,597,639,hand,391,424,449,478
VOC2010_1043.jpg,500,281,hand,429,238,466,269
VOC2010_1043.jpg,500,281,hand,246,232,283,263
Poselet_241.jpg,1024,768,hand,57,407,202,533
Poselet_241.jpg,1024,768,hand,691,408,834,521
Poselet_366.jpg,3888,2592,hand,297,1395,403,1510
Poselet_366.jpg,3888,2592,hand,569,2266,671,2456
Poselet_366.jpg,3888,2592,hand,774,2221,975,2328
Poselet_366.jpg,3888,2592,hand,1450,1843,1567,2002
Poselet_366.jpg,3888,2592,hand,2055,1873,2189,2007
Poselet_366.jpg,3888,2592,hand,2711,2034,2867,2243
Poselet_366.jpg,3888,2592,hand,2926,1347,3090,1508
Poselet_366.jpg,3888,2592,hand,3268,2103,3456,2272
Poselet_366.jpg,3888,2592,hand,3029,2154,3190,2302
Poselet_366.jpg,3888,2592,hand,1336,495,1454,619
Poselet_366.jpg,3888,2592,hand,1498,562,1652,708
Poselet_366.jpg,3888,2592,hand,2289,878,2408,998
Poselet_366.jpg,3888,2592,hand,1234,845,1347,972
Poselet_366.jpg,3888,2592,hand,2723,954,2845,1095
Buffy_16.jpg,571,662,hand,389,439,445,498
VOC2010_68.jpg,500,333,hand,382,247,420,284
VOC2007_106.jpg,260,500,hand,60,283,102,326
VOC2007_106.jpg,260,500,hand,99,175,141,216
VOC2007_106.jpg,260,500,hand,129,181,170,223
Skin_213.jpg,352,240,hand,64,185,98,214
Skin_213.jpg,352,240,hand,247,146,275,172
VOC2010_844.jpg,500,375,hand,114,254,168,336
VOC2010_844.jpg,500,375,hand,190,292,264,345
VOC2010_946.jpg,500,375,hand,168,282,216,330
VOC2010_946.jpg,500,375,hand,206,282,263,330
Buffy_13.jpg,560,677,hand,363,461,406,520
Inria_120.jpg,955,886,hand,534,184,571,220
Inria_120.jpg,955,886,hand,534,184,571,220
VOC2010_1308.jpg,500,375,hand,109,174,148,216
VOC2010_1308.jpg,500,375,hand,199,164,223,194
VOC2010_1308.jpg,500,375,hand,274,160,293,185
VOC2010_1308.jpg,500,375,hand,362,133,432,200
VOC2010_1308.jpg,500,375,hand,217,245,248,264
VOC2010_1308.jpg,500,375,hand,367,256,394,283
VOC2007_147.jpg,375,500,hand,79,284,119,339
VOC2007_147.jpg,375,500,hand,150,294,206,357
VOC2007_147.jpg,375,500,hand,150,444,239,500
Skin_260.jpg,523,382,hand,252,254,323,312
VOC2010_1401.jpg,500,375,hand,172,228,214,260
VOC2010_1401.jpg,500,375,hand,182,243,242,298
Buffy_505.jpg,734,821,hand,104,269,168,331
Buffy_505.jpg,734,821,hand,427,501,484,558
VOC2010_1078.jpg,500,375,hand,190,259,266,306
Inria_268.jpg,890,674,hand,576,358,606,397
Inria_268.jpg,890,674,hand,625,351,666,397
VOC2007_463.jpg,500,375,hand,189,274,226,302
VOC2007_463.jpg,500,375,hand,380,188,426,243
VOC2007_802.jpg,500,375,hand,351,261,398,306
VOC2010_600.jpg,375,500,hand,98,292,121,326
VOC2010_600.jpg,375,500,hand,210,298,223,326
VOC2010_1312.jpg,500,375,hand,190,1,464,281
VOC2010_1312.jpg,500,375,hand,1,113,298,375
VOC2010_1063.jpg,500,375,hand,1,180,40,233
VOC2010_1063.jpg,500,375,hand,207,281,258,344
VOC2010_1063.jpg,500,375,hand,243,159,285,210
VOC2010_1063.jpg,500,375,hand,408,157,442,215
VOC2010_515.jpg,500,375,hand,201,266,330,375
VOC2010_515.jpg,500,375,hand,289,298,346,369
Poselet_295.jpg,768,1024,hand,138,534,177,571
Poselet_295.jpg,768,1024,hand,252,534,291,572
Poselet_295.jpg,768,1024,hand,537,680,579,725
Inria_99.jpg,445,687,hand,58,82,83,125
Inria_99.jpg,445,687,hand,94,77,126,117
Inria_99.jpg,445,687,hand,177,352,190,387
Inria_99.jpg,445,687,hand,275,338,301,379
Buffy_91.jpg,509,575,hand,162,369,200,422
Buffy_91.jpg,509,575,hand,250,337,303,388
VOC2010_1229.jpg,500,375,hand,194,233,330,355
VOC2010_27.jpg,333,500,hand,77,112,165,197
Poselet_143.jpg,683,1024,hand,207,546,251,585
Inria_116.jpg,719,531,hand,186,403,210,425
VOC2010_1269.jpg,500,458,hand,354,176,389,209
VOC2010_288.jpg,375,500,hand,15,195,118,319
VOC2010_288.jpg,375,500,hand,247,184,312,250
Buffy_287.jpg,532,614,hand,188,437,227,488
Buffy_287.jpg,532,614,hand,342,426,377,487
Skin_29.jpg,443,600,hand,316,429,359,479
Skin_29.jpg,443,600,hand,225,190,312,297
VOC2010_752.jpg,375,500,hand,198,419,319,500
VOC2010_55.jpg,447,335,hand,279,160,371,245
Inria_135.jpg,1280,791,hand,434,402,465,429
Inria_135.jpg,1280,791,hand,1015,444,1039,470
Buffy_179.jpg,560,643,hand,146,301,194,360
VOC2007_306.jpg,500,333,hand,392,263,430,310
VOC2007_306.jpg,500,333,hand,401,242,468,309
Buffy_316.jpg,616,637,hand,405,245,449,306
VOC2007_308.jpg,500,375,hand,277,213,317,250
VOC2007_308.jpg,500,375,hand,267,232,301,265
VOC2007_308.jpg,500,375,hand,367,193,400,243
VOC2007_685.jpg,500,375,hand,101,285,138,305
VOC2007_685.jpg,500,375,hand,102,264,131,289
VOC2007_685.jpg,500,375,hand,348,166,389,222
VOC2010_297.jpg,500,375,hand,300,163,376,206
VOC2010_297.jpg,500,375,hand,304,198,368,232
Inria_345.jpg,640,480,hand,335,221,353,245
Inria_345.jpg,640,480,hand,335,221,353,245
Inria_47.jpg,384,454,hand,57,255,82,292
Inria_47.jpg,384,454,hand,168,204,175,222
Inria_47.jpg,384,454,hand,221,186,241,206
VOC2010_1245.jpg,500,375,hand,293,157,341,206
VOC2010_1245.jpg,500,375,hand,309,113,346,146
Inria_229.jpg,739,976,hand,453,468,504,509
Inria_229.jpg,739,976,hand,649,353,681,387
VOC2010_163.jpg,500,375,hand,416,261,486,333
VOC2010_163.jpg,500,375,hand,354,288,405,334
VOC2010_163.jpg,500,375,hand,225,267,294,320
VOC2010_163.jpg,500,375,hand,309,263,338,308
VOC2010_163.jpg,500,375,hand,245,302,308,363
VOC2010_1049.jpg,500,375,hand,213,256,342,375
VOC2010_1049.jpg,500,375,hand,158,292,299,375
VOC2010_850.jpg,500,375,hand,39,340,61,373
VOC2010_850.jpg,500,375,hand,122,300,161,336
VOC2010_850.jpg,500,375,hand,194,245,221,276
VOC2010_448.jpg,500,375,hand,134,287,184,329
VOC2010_448.jpg,500,375,hand,363,292,409,340
VOC2010_448.jpg,500,375,hand,302,219,375,302
Buffy_172.jpg,466,573,hand,256,319,305,361
Buffy_172.jpg,466,573,hand,158,316,213,378
Inria_54.jpg,504,684,hand,221,347,236,372
Inria_54.jpg,504,684,hand,309,340,322,367
Inria_54.jpg,504,684,hand,380,486,432,565
VOC2010_1246.jpg,500,375,hand,422,210,456,236
Skin_231.jpg,330,248,hand,163,217,202,247
Skin_231.jpg,330,248,hand,201,216,227,244
Skin_231.jpg,330,248,hand,201,216,227,244
VOC2010_66.jpg,375,500,hand,156,21,208,68
VOC2010_915.jpg,333,500,hand,62,177,115,224
Buffy_355.jpg,547,604,hand,94,379,139,424
Buffy_355.jpg,547,604,hand,394,365,423,402
VOC2010_780.jpg,375,500,hand,108,209,165,318
VOC2010_780.jpg,375,500,hand,151,230,228,320
VOC2010_663.jpg,500,375,hand,207,7,255,57
VOC2010_663.jpg,500,375,hand,320,172,363,197
VOC2010_663.jpg,500,375,hand,289,11,340,56
VOC2010_1444.jpg,500,377,hand,89,296,151,363
VOC2010_1444.jpg,500,377,hand,273,139,322,182
Poselet_160.jpg,681,1024,hand,293,401,333,438
Poselet_160.jpg,681,1024,hand,333,401,372,439
Poselet_121.jpg,685,1024,hand,399,346,488,434
Poselet_121.jpg,685,1024,hand,594,367,681,439
Inria_154.jpg,1027,850,hand,165,354,188,387
Inria_154.jpg,1027,850,hand,443,541,475,570
Inria_154.jpg,1027,850,hand,520,338,547,364
VOC2010_438.jpg,500,332,hand,107,155,169,221
VOC2010_438.jpg,500,332,hand,303,253,367,304
VOC2010_438.jpg,500,332,hand,252,233,288,280
VOC2007_702.jpg,500,369,hand,229,207,244,223
VOC2007_702.jpg,500,369,hand,271,219,291,233
Buffy_312.jpg,546,631,hand,186,433,216,506
Buffy_312.jpg,546,631,hand,309,438,356,493
Buffy_497.jpg,607,606,hand,166,454,203,502
VOC2010_593.jpg,500,396,hand,374,180,410,219
VOC2010_593.jpg,500,396,hand,442,216,477,248
Poselet_352.jpg,3264,2176,hand,626,1044,669,1107
Poselet_352.jpg,3264,2176,hand,746,1266,786,1311
Poselet_352.jpg,3264,2176,hand,1077,1227,1146,1304
Poselet_352.jpg,3264,2176,hand,1380,1286,1451,1377
Poselet_352.jpg,3264,2176,hand,1540,1372,1622,1423
Poselet_352.jpg,3264,2176,hand,1969,1532,2041,1615
Poselet_352.jpg,3264,2176,hand,2246,1516,2319,1613
Buffy_160.jpg,769,555,hand,102,273,165,349
VOC2007_358.jpg,375,500,hand,152,242,196,293
VOC2007_358.jpg,375,500,hand,278,152,329,210
VOC2007_358.jpg,375,500,hand,286,341,339,395
VOC2007_503.jpg,500,375,hand,365,247,392,272
VOC2007_503.jpg,500,375,hand,411,177,435,201
VOC2007_503.jpg,500,375,hand,70,181,84,197
VOC2007_503.jpg,500,375,hand,199,181,219,200
Skin_201.jpg,328,398,hand,109,221,219,285
Skin_201.jpg,328,398,hand,124,185,208,268
VOC2010_461.jpg,498,500,hand,36,260,72,300
Poselet_55.jpg,1024,768,hand,349,361,375,389
Poselet_55.jpg,1024,768,hand,386,465,417,495
Poselet_55.jpg,1024,768,hand,454,428,497,458
Poselet_55.jpg,1024,768,hand,507,457,545,492
Poselet_55.jpg,1024,768,hand,772,424,791,442
Poselet_55.jpg,1024,768,hand,951,446,981,473
VOC2010_234.jpg,333,500,hand,29,434,83,491
VOC2010_234.jpg,333,500,hand,167,429,217,477
VOC2010_234.jpg,333,500,hand,86,384,163,469
VOC2007_12.jpg,500,333,hand,261,291,319,333
VOC2007_12.jpg,500,333,hand,288,284,353,333
Poselet_289.jpg,1024,768,hand,153,400,178,437
Poselet_289.jpg,1024,768,hand,354,335,380,359
Poselet_289.jpg,1024,768,hand,324,236,349,269
Poselet_289.jpg,1024,768,hand,491,367,520,397
VOC2010_1166.jpg,500,375,hand,245,102,277,140
VOC2010_1166.jpg,500,375,hand,260,141,286,162
VOC2007_687.jpg,500,375,hand,180,251,217,290
Buffy_195.jpg,504,594,hand,201,366,237,399
Buffy_195.jpg,504,594,hand,260,368,292,401
VOC2010_758.jpg,500,375,hand,208,191,273,265
VOC2010_562.jpg,500,375,hand,99,138,130,193
VOC2010_562.jpg,500,375,hand,275,343,322,375
VOC2010_562.jpg,500,375,hand,346,293,406,352
VOC2010_562.jpg,500,375,hand,266,103,287,123
VOC2010_786.jpg,288,384,hand,64,114,121,186
Poselet_124.jpg,1024,683,hand,170,532,185,557
Poselet_124.jpg,1024,683,hand,231,531,251,563
Poselet_124.jpg,1024,683,hand,327,459,354,488
Poselet_124.jpg,1024,683,hand,369,516,403,547
Poselet_124.jpg,1024,683,hand,576,529,617,573
Poselet_124.jpg,1024,683,hand,644,376,669,408
Poselet_124.jpg,1024,683,hand,537,413,570,452
Poselet_124.jpg,1024,683,hand,809,427,838,476
Poselet_124.jpg,1024,683,hand,252,269,270,290
Poselet_124.jpg,1024,683,hand,302,272,321,294
Poselet_124.jpg,1024,683,hand,474,319,505,353
Poselet_124.jpg,1024,683,hand,525,410,549,437
Poselet_124.jpg,1024,683,hand,533,289,554,314
Poselet_124.jpg,1024,683,hand,619,140,657,174
Poselet_102.jpg,1024,768,hand,325,568,333,582
Poselet_102.jpg,1024,768,hand,811,471,838,497
Poselet_102.jpg,1024,768,hand,112,475,125,490
Inria_1.jpg,818,976,hand,1,404,28,445
Inria_1.jpg,818,976,hand,1,404,28,445
Inria_560.jpg,920,976,hand,41,819,127,935
Inria_560.jpg,920,976,hand,453,482,477,520
Inria_560.jpg,920,976,hand,101,446,124,489
VOC2010_873.jpg,371,500,hand,255,331,288,378
VOC2010_873.jpg,371,500,hand,111,259,155,300
VOC2010_873.jpg,371,500,hand,47,231,86,268
Skin_71.jpg,281,334,hand,174,122,182,136
Skin_71.jpg,281,334,hand,141,85,155,100
VOC2010_132.jpg,360,480,hand,142,316,208,380
Poselet_286.jpg,521,1024,hand,240,297,303,343
VOC2010_429.jpg,500,382,hand,323,168,372,230
VOC2010_429.jpg,500,382,hand,106,130,137,178
Poselet_344.jpg,500,500,hand,328,340,366,376
VOC2010_1221.jpg,269,500,hand,159,96,194,133
VOC2010_1221.jpg,269,500,hand,48,268,70,293
VOC2007_54.jpg,500,375,hand,107,197,188,268
VOC2007_54.jpg,500,375,hand,169,228,233,292
Inria_371.jpg,640,480,hand,143,92,161,113
Inria_371.jpg,640,480,hand,262,229,285,252
Inria_371.jpg,640,480,hand,278,234,299,253
VOC2010_701.jpg,500,335,hand,204,83,342,212
Inria_203.jpg,458,782,hand,1,436,53,497
